key,title,doi,status,matched_file,abstract_preview
Z6SDJ5TU,New Behavioral Model of Power Transistor Suited for Active Load-Modulated PA Design,10.1109/TMTT.2025.3627472,updated,TMTT2026_New_Behavioral_Model_of_Power.md,A new model structure that incorporates large-signal S-parameter (LSSP) for radio frequency (RF) pow...
8KRK8TSN,Deep-Neural-Network-Based Automated Transformer Design for Multistage Wideband Millimeter-Wave Power Amplifiers,10.1109/TMTT.2026.3663369,updated,TMTTNone_Deep_Neural_Network_Based_Automated_Transformer.md,This article proposes a deep-neural-network-based automated 1:1 transformer design (DNN-ATD) workflo...
9E55PVQF,On LSTM-Based Behavioral Modeling of Radio-Frequency Power Amplifiers with a Small Training Dataset,10.1109/APSIPAASC65261.2025.11249359,updated,APSIPA2025_On_LSTM_Based_Behavioral_Modeling_of.md,Accurate modeling of radio-frequency power amplifier (PA) behavior is important for analyzing PA cha...
F7PRC8DW,An Efficient Transfer Learning Assisted Global Optimization Scheme for Analog/RF Circuits,10.1109/ASP-DAC58780.2024.10473798,updated,ASP2024_Efficient_Transfer_Learning_Assisted_Global.md,Online surrogate model-assisted evolution algorithms (SAEAs) are very efficient for analog/RF circui...
QJGXBSGD,Transient Temperature Variation-Dependent RF Power Amplifier Model Based on LSTM,10.1109/APMC57107.2023.10439850,updated,APMC2023_Transient_Temperature_Variation_Dependent_RF_Power.md,Transient temperature variation-dependent behavioral model for radio-frequency power amplifiers (PAs...
2A5E374I,Kernel-Based Machine Learning Surrogates for RF Circulator Design,10.1109/APMC65046.2025.11379178,updated,APMC2025_Kernel_Based_Machine_Learning_Surrogates_for.md,Machine learning has attracted significant interest in the microwave community in recent years. It h...
2AZHWAXE,Late Breaking Results: Opera: An Open and Efficient Platform for Data-driven Synthesis of Analog Circuits,10.1109/DAC63849.2025.11132555,updated,ACM2025_Late_Breaking_Results_Opera_An.md,The front-end synthesis of analog circuits has been a long-standing challenge since the advent of in...
3ANSBGUB,Cyber Wolf: A Hybrid Optimization Framework Leveraging Heterogeneous Graphs and Multimodal Surrogate Simulators for Fast Analog Sizing,10.1109/AEET66561.2025.11307005,updated,AEET2025_Cyber_Wolf_A_Hybrid_Optimization.md,"In recent years, Artificial Intelligence (AI) has demonstrated its ability to accelerate various tas..."
WTWKBVN9,LASANA: Large-Scale Surrogate Modeling for Analog Neuromorphic Architecture Exploration,10.1109/MLCAD65511.2025.11189133,updated,ACM2025_LASANA_Large_Scale_Surrogate_Modeling_for.md,Neuromorphic systems using in-memory or event-driven computing are motivated by the need for more en...
TB7NSJ6C,Seeking the Yield Barrier: High-Dimensional SRAM Evaluation Through Optimal Manifold,10.1109/DAC56929.2023.10247952,updated,ACM2023_Seeking_the_Yield_Barrier_High_Dimensional.md,Being able to efficiently obtain an accurate estimate of the failure probability of SRAM components ...
94CTA6AB,Decoupling Analog Circuit Representation from Technology for Behavior-Centric Optimization,10.1109/DAC63849.2025.11133189,updated,ACM2025_Decoupling_Analog_Circuit_Representation_from.md,Analog IC design is mainly manual and implemented at the device level. A major reason is circuit beh...
QNWT6WHV,Differentiable Neural Network Surrogate Models for g<sub>m</sub> /I<sub>D</sub> -based Analog IC Sizing Optimization,10.1109/MLCAD58807.2023.10299834,updated,ACM2023_Differentiable_Neural_Network_Surrogate_Models.md,Analog integrated circuit sizing still relies heavily on human expert knowledge as previous automati...
GJDRCD2S,MTL-Designer: An Integrated Flow for Analysis and Synthesis of Microstrip Transmission Line,10.1109/DAC56929.2023.10247759,updated,ACM2023_MTL_Designer_An_Integrated_Flow_for.md,Microstrip transmission line (MTL) appears extensively in microwave integrated circuits (MIC). To su...
F3KWPXFG,CALT: Classification with Adaptive Labeling Thresholds for Analog Circuit Sizing,10.1145/3380446.3430633,updated,ACM2020_CALT_Classification_with_Adaptive_Labeling.md,A novel simulation-based framework that applies classification with adaptive labeling thresholds (CA...
P9TBZRQI,Neural Networks for Transient Modeling of Circuits : Invited Paper,10.1109/MLCAD52597.2021.9531153,updated,ACM2021_Neural_Networks_for_Transient_Modeling.md,Theoretical analyses as well as case studies have established that behavioral models based on a recu...
7IBTIQ2U,High Dimensional Optimization for Electronic Design,10.1109/MLCAD55463.2022.9900104,updated,ACM2022_High_Dimensional_Optimization_for_Electronic.md,Bayesian optimization (BO) samples points of interest to update a surrogate model for a blackbox fun...
72W828SW,System Margining Surrogate-Based Optimization in Post-Silicon Validation,10.1109/TMTT.2017.2701368,not_found,,
3SMB4RRG,Digital Predistortion of RF Power Amplifiers With Decomposed Vector Rotation-Based Recurrent Neural Networks,10.1109/TMTT.2022.3209658,not_found,,
Q5N974RT,FUSIS: Fusing Surrogate Models and Importance Sampling for Efficient Yield Estimation,10.23919/DATE64628.2025.10993100,updated,DATE2025_FUSIS_Fusing_Surrogate_Models_and.md,"Abstract:
As process nodes continue to shrink, yield estimation has become increasingly critical in ..."
SMPAJKRJ,Trade-off-aware Analog Circuit Sizing Based on A Multitask Surrogate Model-assisted Evolutionary Algorithm,10.1109/tcad.2026.3677769,not_found,,
P48V5JT6,Highly efficient automatic synthesis of a millimeter-wave on-chip deformable spiral inductor using a hybrid knowledge-guided and data-driven technique,10.1109/tcad.2023.3294449,updated,TCAD2023_Highly_Efficient_Automatic_Synthesis_of.md,An inductor is one of the basic passive circuit elements that make up integrated circuits. A hybrid ...
3RIS25R5,An area efficient high turn ratio monolithic transformer for silicon RFIC,10.1109/RFIC.2008.4561410,not_found,,
M4U26NG9,Distributed modeling of six-port transformer for millimeter-wave SiGe BiCMOS circuits design,10.1109/TMTT.2012.2220563,not_found,,
7ICK8C24,Modeling and characterization of on-chip transformers,10.1109/iedm.1998.746414,not_found,,
5NVBDQA4,Monolithic transformers for silicon RF IC design,10.1109/4.868049,not_found,,
P7MI6T2Q,Globally optimal matching networks with lossy passives and efficiency bounds,10.1109/TCSI.2017.2720179,updated,TCAS-I2018_Globally_Optimal_Matching_Networks_With.md,Impedance transformation is one of the central concepts in high-frequency circuits and systems and i...
MDZBE6LN,Analysis and design of a CMOS LNA with transformer-based integrated notch filter for <i>ku</i> -band satellite communications,10.1109/TMTT.2021.3126858,not_found,,
4NSF8H3Y,Generative Methods in EDA: Innovations in Dataset Generation and EDA Tool Assistants,10.1145/3676536.3697122,not_found,,
MGL8E85B,GranuTopoFormer: Multi-Granular Embedding and Topology-Aware Transformer for Analog Circuit Parameter Prediction,10.1109/icemi66537.2025.11306616,updated,IEEE2025_GranuTopoFormer_Multi_Granular_Embedding_and.md,The design of analog integrated circuits remains a time-intensive process that relies heavily on emp...
E9JGV5F9,Invited Paper: Towards Generative AI for Analog and RF IC Design: From Spec to Layout,10.1109/iccad66269.2025.11240831,updated,IEEE2025_Invited_Paper_Towards_Generative_AI.md,"Analog/RF IC design has long been a heavily manual process, from circuit topology generation to sizi..."
8F3NJJ23,Topology-Aware AI for Transistor-Level Modeling of RF Circuits: Opportunities and Challenges,10.1109/mwscas53549.2025.11244465,updated,IEEE2025_Topology_Aware_AI_for_Transistor_Level_Modeling.md,Modeling radio-frequency (RF) circuits at the transistor level remains challenging due to their nonl...
E9S86BPI,(Invited Paper) AnaFlow: Agentic LLM-based Workflow for Reasoning-Driven Explainable and Sample-Efficient Analog Circuit Sizing,10.1109/iccad66269.2025.11240818,updated,IEEE2025_Invited_Paper_AnaFlow_Agentic_LLM_based.md,Analog/mixed-signal circuits are key for interfacing electronics with the physical world. Their desi...
IXDAZ2F3,A 22.4-to-35-GHz Two-Stage Low-Noise Amplifier With Triple-Coupled Transformer-Based Input Matching Technique in 65-nm CMOS,10.1109/tmtt.2025.3606989,not_found,,
IKUPBSSE,"An mm-Wave Full-Duplex Front End With Integrated LNA, PA, and Electrical Balance Duplexer",10.1109/tmtt.2025.3604338,not_found,,
ZYGZBBCE,"A Large-Scale, Low-Power, Compact 5G mm-Wave Phased-Array Transceiver in 45 nm RFSOI CMOS",10.1109/tmtt.2025.3544620,not_found,,
9SNFW8UM,NeuroSchedule2.0: A Novel GNN-based Scheduling Method with RL-based Preprocessing Optimization for High-level Synthesis,10.1109/tcad.2026.3661431,not_found,,
RK8TEF6W,Frequency Domain Modeling of Interconnects Based on Assemble Neural Network for 3D Integration,10.1109/tcad.2025.3614103,not_found,,
ZR7NRSTL,Timing-Driven Technology Mapping Approximation Based on Reinforcement Learning,10.1109/tcad.2024.3379016,not_found,,
JPSV23EG,Towards Efficient ECO Automation: Timing and DRCs Concurrent Optimization Using Reinforcement Learning,10.1109/tcad.2026.3656764,not_found,,
9BFC6DEN,TransMap: Transformer-Enhanced Divide-and-Conquer Reinforcement Learning Framework for Efficient CGRA Compilation,10.1109/tcad.2026.3653869,not_found,,
DD98LDIG,Nonintrusive Data-Driven Model Order Reduction for Circuits Based on Hammerstein Architectures,10.1109/tcad.2024.3509797,not_found,,
FMUT7L5N,An Updated Assessment of Reinforcement Learning for Macro Placement,10.1109/tcad.2025.3644293,not_found,,
HM4J96S7,A 7.2–29.8 GHz LNA With 1.35–2.67-dB NF Using Coupled-Line-Based Transformers in 0.15- μm GaN-on-SiC Technology,10.1109/tcsi.2025.3554211,not_found,,
QP992YYK,An 8.3–43 GHz CMOS Low-Noise Amplifier With Wideband Input Matching,10.1109/lmwt.2025.3644444,not_found,,
AP8GSRLN,A Compact 12 to 47 GHz Variable Gain Amplifier With Low Gain/Phase Errors for 5G NR FR2,10.1109/lmwt.2025.3603604,not_found,,
VJ3D4VLV,Design and Analysis of a 22.6-to-73.9 GHz Low-Noise Amplifier for 5G NR FR2 and NR-U Multiband/Multistandard Communications,10.1109/jssc.2025.3545463,not_found,,
EUG9SAJE,Design Insights Into Sixth-Order Matching Networks for a 105–175-GHz Ultra-Wideband SiGe BiCMOS LNA,10.1109/jssc.2025.3595668,not_found,,
J9WL26F7,LSTP: A logic synthesis timing predictor,10.1109/asp-dac58780.2024.10473925,not_found,,
SLAAEB85,A resource-efficient task scheduling system using reinforcement learning : Invited paper,10.1109/asp-dac58780.2024.10473960,not_found,,
NA7VCK3D,AC-refiner: Efficient arithmetic circuit optimization using conditional diffusion models,10.1109/asp-dac66049.2026.11420458,updated,ASP2026_AC_Refiner_Efficient_Arithmetic_Circuit.md,"Arithmetic circuits, such as adders and multipliers, are fundamental components of digital systems, ..."
LJPKE4CQ,Synergistic bayesian optimization and reinforcement learning with bidirectional interaction for efficient VLSI constraint tuning,10.1109/asp-dac66049.2026.11420424,not_found,,
4RV7WAGN,Lorecast: Layout-aware performance and power forecasting from natural language,10.1109/asp-dac66049.2026.11420573,not_found,,
R3IYLESV,LLM-assisted circuit verification: A comprehensive survey,10.1109/asp-dac66049.2026.11420692,not_found,,
S6I8CC7H,Neural network based automated design of RF circuits using transfer learning,10.1109/mwscas53549.2025.11244553,updated,IEEE2025_Neural_Network_Based_Automated_Design.md,An automated design methodology for RF circuits using a feedforward neural network is presented in t...
LHIMDVS5,A 3.23DB average NF and 2.32dB minimum NF V-/E-band common-gate/common-source joint-feeding LNA with three-line coupler input matching for simultaneous noise/power matching,10.1109/rfic61188.2025.11082870,not_found,,
P6DPS5GK,A compact ka-band bi-directional PA-LNA with 17.4-dBm p<sub>sat</sub> using three-stack power amplifier in 28-nm CMOS,10.1109/rfic61187.2024.10599967,not_found,,
Q4X9XGRI,A blocker-tolerant mm-wave MIMO receiver with spatial notch filtering using non-reciprocal phase-shifters for 5G applications,10.1109/rfic61187.2024.10599961,not_found,,
JPHDSAVE,Design of 22.6-29.5/ 30.4-43.5 GHz dual-band low power LNA with 2.6-3.8 dB NF for millimeter-wave 5G applications in 28-nm CMOS,10.1109/rfic61188.2025.11082893,not_found,,
GLK9T5JK,A D-band LNA exploiting ultra-wideband sixth-order matching networks in SiGe BiCMOS,10.1109/esserc62670.2024.10719560,not_found,,
X82SFXQS,A 25.6-60.0 GHz LNA with inter-stage magnetic coupling for dual-resonance bandwidth extension in 16nm-FinFET,10.1109/esserc62670.2024.10719582,not_found,,
N7W5T3BL,A 70-to-110 GHz 28-nm CMOS low noise amplifier with 6.1-dB NF minimum using differential noise optimization,10.1109/iscas58744.2024.10558255,not_found,,
QN5JZZVB,cktFormer: Transformer-based approach for automated analog circuit design,10.1109/iecon58223.2025.11221564,updated,IECON2025_cktFormer_Transformer_Based_Approach_for.md,Circuit design is a complex and iterative process that requires expertise in electronic engineering....
F2GGLJCC,Diffusion-enhanced graph transformer with reinforcement learning for transferable analog circuit optimizer,10.1109/islped65674.2025.11261795,updated,IEEE2025_Diffusion_Enhanced_Graph_Transformer_with.md,We propose a Diffusion-Enhanced Graph Transformer (DEGT) for analog circuit optimization that overco...
GLJIFENF,Schemato – an LLM for netlist-to-schematic conversion,10.1109/mlcad65511.2025.11189059,updated,ACM2025_Schemato__An_LLM_for.md,"Machine learning models are advancing circuit design, particularly in analog circuits. They typicall..."
QMYETEXJ,Netlistify: Transforming circuit schematics into netlists with deep learning,10.1109/mlcad65511.2025.11189145,updated,ACM2025_Netlistify_Transforming_Circuit_Schematics_into.md,"Analog and mixed-signal (AMS) circuits are commonly represented as schematic images in textbooks, re..."
